No.,Result,Guaranteed,Alt. result,Alt. guaranteed,Alt. No.,,No.,Result,Guaranteed,Alt. result,Alt. guaranteed,Alt. No.
40A,,,Fortune Teller Cat🐾,<- 50A Vega🐾,,,40A,,,Fortune Teller Cat🐾,<- 50A M. Bison🐾,
,Jurassic Cat🐾,Sakura🐾 -> 50B,,,40B,,,Jurassic Cat🐾,Luke🐾 -> 50B,,,40B
41A,,,Welterweight Cat🐾,<- 51A Ryu🐾,,,41A,,,Welterweight Cat🐾,<- 51A Blanka🐾,
,Onmyoji Cat🐾,Sakura🐾 -> 51B,,,41B,,,Onmyoji Cat🐾,Luke🐾 -> 51B,,,41B
42A,,,Bishop Cat🐾,<- 52A Chun-Li🐾,,,42A,,,Bishop Cat🐾,<- 52A Dhalsim🐾,
,Pogo Cat🐾,Sakura🐾 -> 52B,,,42B,,,Pogo Cat🐾,Luke🐾 -> 52B,,,42B
43A,,,Salon Cat🐾,<- 53A Vega🐾,,,43A,,,Salon Cat🐾,<- 53A M. Bison🐾,
,Jurassic Cat🐾,Balrog🐾 -> 53B,,,43B,,,Jurassic Cat🐾,Sagat🐾 -> 53B,,,43B
44A,,,Vaulter Cat🐾,<- 54A Balrog🐾,,,44A,,,Vaulter Cat🐾,<- 54A Sagat🐾,
,Stilts Cat🐾,Guile🐾 -> 54B,,,44B,,,Stilts Cat🐾,Ken🐾 -> 54B,,,44B
45A,,,Jurassic Cat🐾,<- 55A Balrog🐾,,,45A,,,Jurassic Cat🐾,<- 55A Sagat🐾,
,Witch Cat🐾,Ryu🐾 -> 55B,,,45B,,,Witch Cat🐾,Blanka🐾 -> 55B,,,45B
46A,,,Onmyoji Cat🐾,<- 56A Ryu🐾,,,46A,,,Onmyoji Cat🐾,<- 56A Blanka🐾,
,Swordsman Cat🐾,Chun-Li🐾 -> 56B,,,46B,,,Swordsman Cat🐾,Dhalsim🐾 -> 56B,,,46B
47A,,,Tin Cat🐾,<- 57A Zangief🐾,,,47A,,,Tin Cat🐾,<- 57A E. Honda🐾,
,Rocker Cat🐾,Guile🐾 -> 57B,,,47B,,,Rocker Cat🐾,Ken🐾 -> 57B,,,47B
48A,,,Salon Cat🐾,<- 58A Sakura🐾,,,48A,,,Salon Cat🐾,<- 58A Luke🐾,
,Jamie Cat🐾,Guile🐾 -> 58B,,,48B,,,Jamie Cat🐾,Ken🐾 -> 58B,,,48B
49A,,,Wheel Cat🐾,<- 59A Zangief🐾,,,49A,,,Wheel Cat🐾,<- 59A E. Honda🐾,
,Vega🐾,Sakura🐾 -> 59B,,,49B,,,M. Bison🐾,Luke🐾 -> 59B,,,49B
50A,,,Vaulter Cat🐾,<- 60A Vega🐾,,,50A,,,Vaulter Cat🐾,<- 60A M. Bison🐾,
,Thief Cat🐾,Chun-Li🐾 -> 60B,,,50B,,,Thief Cat🐾,Dhalsim🐾 -> 60B,,,50B
51A,,,Balrog Cat🐾,<- 61A Zangief🐾,,,51A,,,Balrog Cat🐾,<- 61A E. Honda🐾,
,Juliet Cat🐾,Vega🐾 -> 61B,,,51B,,,Juliet Cat🐾,M. Bison🐾 -> 61B,,,51B
52A,,,Rocker Cat🐾,<- 62A Sakura🐾,,,52A,,,Rocker Cat🐾,<- 62A Luke🐾,
,Tin Cat🐾,Vega🐾 -> 62B,,,52B,,,Tin Cat🐾,M. Bison🐾 -> 62B,,,52B
53A,,,Bodhisattva Cat🐾,<- 63A Guile🐾,,,53A,,,Bodhisattva Cat🐾,<- 63A Ken🐾,
,Nymph Cat🐾,Chun-Li🐾 -> 63B,,,53B,,,Nymph Cat🐾,Dhalsim🐾 -> 63B,,,53B
54A,,,Hip Hop Cat🐾,<- 64A Chun-Li🐾,,,54A,,,Hip Hop Cat🐾,<- 64A Dhalsim🐾,
,Onmyoji Cat🐾,Guile🐾 -> 64B,,,54B,,,Onmyoji Cat🐾,Ken🐾 -> 64B,,,54B
55A,,,Cat Toaster🐾,<- 65A Vega🐾,,,55A,,,Cat Toaster🐾,<- 65A M. Bison🐾,
,Nymph Cat🐾,Chun-Li🐾 -> 65B,,,55B,,,Nymph Cat🐾,Dhalsim🐾 -> 65B,,,55B
56A,,,Swordsman Cat🐾,<- 66A Balrog🐾,,,56A,,,Swordsman Cat🐾,<- 66A Sagat🐾,
,Pirate Cat🐾,Zangief🐾 -> 66B,,,56B,,,Pirate Cat🐾,E. Honda🐾 -> 66B,,,56B
57A,,,Hip Hop Cat🐾,<- 67A Zangief🐾,,,57A,,,Hip Hop Cat🐾,<- 67A E. Honda🐾,
,Vaulter Cat🐾,Cammy🐾 -> 67B,,,57B,,,Vaulter Cat🐾,Juri🐾 -> 67B,,,57B
58A,,,Guile🐾,<- 68A Vega🐾,,,58A,,,Ken🐾,<- 68A M. Bison🐾,
,Figure Skating Cats🐾,Cammy🐾 -> 68B,,,58B,,,Figure Skating Cats🐾,Juri🐾 -> 68B,,,58B
59A,,,M. Bison Cat🐾,<- 69A Chun-Li🐾,,,59A,,,M. Bison Cat🐾,<- 69A Dhalsim🐾,
,Wushu Cat🐾,Guile🐾 -> 69B,,,59B,,,Wushu Cat🐾,Ken🐾 -> 69B,,,59B
60A,,,Gardener Cat🐾,<- 70A Guile🐾,,,60A,,,Gardener Cat🐾,<- 70A Ken🐾,
,Psychocat🐾,Balrog🐾 -> 70B,,,60B,,,Psychocat🐾,Sagat🐾 -> 70B,,,60B
61A,,,M. Bison Cat🐾,<- 71A Ryu🐾,,,61A,,,M. Bison Cat🐾,<- 71A Blanka🐾,
,Wushu Cat🐾,Chun-Li🐾 -> 71B,,,61B,,,Wushu Cat🐾,Dhalsim🐾 -> 71B,,,61B
62A,,,Swimmer Cat🐾,<- 72A Cammy🐾,,,62A,,,Swimmer Cat🐾,<- 72A Juri🐾,
,Cat Gunslinger🐾,<- 73A Guile🐾,,,62B,,,Cat Gunslinger🐾,<- 73A Ken🐾,,,62B
63A,,,Tin Cat🐾,<- 73A Guile🐾,,,63A,,,Tin Cat🐾,<- 73A Ken🐾,
,Shaman Cat🐾,<- 74A Ryu🐾,,,63B,,,Shaman Cat🐾,<- 74A Blanka🐾,,,63B
64A,,,Fortune Teller Cat🐾,<- 74A Ryu🐾,,,64A,,,Fortune Teller Cat🐾,<- 74A Blanka🐾,
,Swordsman Cat🐾,<- 75A Vega🐾,,,64B,,,Swordsman Cat🐾,<- 75A M. Bison🐾,,,64B
65A,,,Cat Gunslinger🐾,<- 75A Vega🐾,,,65A,,,Cat Gunslinger🐾,<- 75A M. Bison🐾,
,Balrog🐾,<- 76A Cammy🐾,,,65B,,,Sagat🐾,<- 76A Juri🐾,,,65B
66A,,,Pogo Cat🐾,<- 76A Cammy🐾,,,66A,,,Pogo Cat🐾,<- 76A Juri🐾,
,Tin Cat🐾,<- 77A Chun-Li🐾,,,66B,,,Tin Cat🐾,<- 77A Dhalsim🐾,,,66B
67A,,,Fencer Cat🐾,<- 77A Chun-Li🐾,,,67A,,,Fencer Cat🐾,<- 77A Dhalsim🐾,
,Juliet Cat🐾,<- 78A Vega🐾,,,67B,,,Juliet Cat🐾,<- 78A M. Bison🐾,,,67B
68A,,,Pirate Cat🐾,<- 78A Vega🐾,,,68A,,,Pirate Cat🐾,<- 78A M. Bison🐾,
,Archer Cat🐾,<- 79A Chun-Li🐾,,,68B,,,Archer Cat🐾,<- 79A Dhalsim🐾,,,68B
69A,,,Gardener Cat🐾,<- 79A Chun-Li🐾,,,69A,,,Gardener Cat🐾,<- 79A Dhalsim🐾,
,Balrog Cat🐾,<- 80A Balrog🐾,,,69B,,,Balrog Cat🐾,<- 80A Sagat🐾,,,69B
70A,,,Tin Cat🐾,<- 80A Balrog🐾,,,70A,,,Tin Cat🐾,<- 80A Sagat🐾,
,Tin Cat🐾,<- 81A Chun-Li🐾,,,70B,,,Tin Cat🐾,<- 81A Dhalsim🐾,,,70B
71A,,,Surfer Cat🐾,<- 81A Chun-Li🐾,,,71A,,,Surfer Cat🐾,<- 81A Dhalsim🐾,
,Tin Cat🐾,Cammy🐾 -> 81B,,,71B,,,Tin Cat🐾,Juri🐾 -> 81B,,,71B
,Psychocat🐾 -> 72B,<- 82A Zangief🐾,,,,,,Psychocat🐾 -> 72B,<- 82A E. Honda🐾,,,
72A,,,Wushu Cat🐾,<- 82A Zangief🐾,,,72A,,,Wushu Cat🐾,<- 82A E. Honda🐾,
,Pirate Cat🐾,Guile🐾 -> 82B,,,72B,,,Pirate Cat🐾,Ken🐾 -> 82B,,,72B
73A,,,Gardener Cat🐾,<- 83A Vega🐾,,,73A,,,Gardener Cat🐾,<- 83A M. Bison🐾,
,Vega Cat🐾,Balrog🐾 -> 83B,,,73B,,,Vega Cat🐾,Sagat🐾 -> 83B,,,73B
74A,,,Archer Cat🐾,<- 84A Ryu🐾,,,74A,,,Archer Cat🐾,<- 84A Blanka🐾,
,Balrog Cat🐾,Zangief🐾 -> 84B,,,74B,,,Balrog Cat🐾,E. Honda🐾 -> 84B,,,74B
75A,,,Mer-Cat🐾,<- 85A Sakura🐾,,,75A,,,Mer-Cat🐾,<- 85A Luke🐾,
,Bishop Cat🐾,Cammy🐾 -> 85B,,,75B,,,Bishop Cat🐾,Juri🐾 -> 85B,,,75B
76A,,,Bishop Cat🐾,<- 86A Balrog🐾,,,76A,,,Bishop Cat🐾,<- 86A Sagat🐾,
,Gardener Cat🐾,Chun-Li🐾 -> 86B,,,76B,,,Gardener Cat🐾,Dhalsim🐾 -> 86B,,,76B
77A,,,Fortune Teller Cat🐾,<- 87A Ryu🐾,,,77A,,,Fortune Teller Cat🐾,<- 87A Blanka🐾,
,Rover Cat🐾,Guile🐾 -> 87B,,,77B,,,Rover Cat🐾,Ken🐾 -> 87B,,,77B
78A,,,Mer-Cat🐾,<- 88A Sakura🐾,,,78A,,,Mer-Cat🐾,<- 88A Luke🐾,
,Tin Cat🐾,Sakura🐾 -> 88B,,,78B,,,Tin Cat🐾,Luke🐾 -> 88B,,,78B
79A,,,Wushu Cat🐾,<- 89A Vega🐾,,,79A,,,Wushu Cat🐾,<- 89A M. Bison🐾,
,Thief Cat🐾,Zangief🐾 -> 89B,,,79B,,,Thief Cat🐾,E. Honda🐾 -> 89B,,,79B
80A,,,Guile🐾,<- 90A Cammy🐾,,,80A,,,Ken🐾,<- 90A Juri🐾,
,C. Honda🐾,Vega🐾 -> 90B,,,80B,,,C. Honda🐾,M. Bison🐾 -> 90B,,,80B
81A,,,Rover Cat🐾,<- 91A Vega🐾,,,81A,,,Rover Cat🐾,<- 91A M. Bison🐾,
,Salon Cat🐾,Vega🐾 -> 91B,,,81B,,,Salon Cat🐾,M. Bison🐾 -> 91B,,,81B
82A,,,Pogo Cat🐾,<- 92A Cammy🐾,,,82A,,,Pogo Cat🐾,<- 92A Juri🐾,
,Thief Cat🐾,Cammy🐾 -> 92B,,,82B,,,Thief Cat🐾,Juri🐾 -> 92B,,,82B
83A,,,Pirate Cat🐾,<- 93A Chun-Li🐾,,,83A,,,Pirate Cat🐾,<- 93A Dhalsim🐾,
,Fortune Teller Cat🐾,Sakura🐾 -> 93B,,,83B,,,Fortune Teller Cat🐾,Luke🐾 -> 93B,,,83B
84A,,,Tin Cat🐾,<- 94A Sakura🐾,,,84A,,,Tin Cat🐾,<- 94A Luke🐾,
,Archer Cat🐾,Ryu🐾 -> 94B,,,84B,,,Archer Cat🐾,Blanka🐾 -> 94B,,,84B
85A,,,Rocker Cat🐾,<- 95A Zangief🐾,,,85A,,,Rocker Cat🐾,<- 95A E. Honda🐾,
,Rover Cat🐾,Guile🐾 -> 95B,,,85B,,,Rover Cat🐾,Ken🐾 -> 95B,,,85B
86A,,,Surfer Cat🐾,<- 96A Sakura🐾,,,86A,,,Surfer Cat🐾,<- 96A Luke🐾,
,Archer Cat🐾,Guile🐾 -> 96B,,,86B,,,Archer Cat🐾,Ken🐾 -> 96B,,,86B
87A,,,Tin Cat🐾,<- 97A Zangief🐾,,,87A,,,Tin Cat🐾,<- 97A E. Honda🐾,
,Rocker Cat🐾,Ryu🐾 -> 97B,,,87B,,,Rocker Cat🐾,Blanka🐾 -> 97B,,,87B
88A,,,Swordsman Cat🐾,<- 98A Guile🐾,,,88A,,,Swordsman Cat🐾,<- 98A Ken🐾,
,Pogo Cat🐾,Cammy🐾 -> 98B,,,88B,,,Pogo Cat🐾,Juri🐾 -> 98B,,,88B
89A,,,Zangief Cat🐾,<- 99A Zangief🐾,,,89A,,,Zangief Cat🐾,<- 99A E. Honda🐾,
,Kotatsu Cat🐾,Zangief🐾 -> 99B,,,89B,,,Kotatsu Cat🐾,E. Honda🐾 -> 99B,,,89B
90A,,,Vega🐾,<- 100A Sakura🐾,,,90A,,,M. Bison🐾,<- 100A Luke🐾,
,M. Bison Cat🐾,Zangief🐾 -> 100B,,,90B,,,M. Bison Cat🐾,E. Honda🐾 -> 100B,,,90B
91A,,,Onmyoji Cat🐾,<- 101A Balrog🐾,,,91A,,,Onmyoji Cat🐾,<- 101A Sagat🐾,
,Fencer Cat🐾,Guile🐾 -> 101B,,,91B,,,Fencer Cat🐾,Ken🐾 -> 101B,,,91B
92A,,,Figure Skating Cats🐾,<- 102A Chun-Li🐾,,,92A,,,Figure Skating Cats🐾,<- 102A Dhalsim🐾,
,Psychocat🐾,Balrog🐾 -> 102B,,,92B,,,Psychocat🐾,Sagat🐾 -> 102B,,,92B
93A,,,Hip Hop Cat🐾,<- 103A Ryu🐾,,,93A,,,Hip Hop Cat🐾,<- 103A Blanka🐾,
,Apple Cat🐾,Sakura🐾 -> 103B,,,93B,,,Apple Cat🐾,Luke🐾 -> 103B,,,93B
94A,,,Akuma🐾,<- 104A Chun-Li🐾,,,94A,,,Akuma🐾,<- 104A Dhalsim🐾,
,Matador Cat🐾,Guile🐾 -> 104B,,,94B,,,Matador Cat🐾,Ken🐾 -> 104B,,,94B
95A,,,Gardener Cat🐾,<- 105A Chun-Li🐾,,,95A,,,Gardener Cat🐾,<- 105A Dhalsim🐾,
,Salon Cat🐾,Balrog🐾 -> 105B,,,95B,,,Salon Cat🐾,Sagat🐾 -> 105B,,,95B
96A,,,Guile🐾,<- 106A Ryu🐾,,,96A,,,Ken🐾,<- 106A Blanka🐾,
,Cat Gunslinger🐾,Zangief🐾 -> 106B,,,96B,,,Cat Gunslinger🐾,E. Honda🐾 -> 106B,,,96B
97A,,,Gardener Cat🐾,<- 107A Vega🐾,,,97A,,,Gardener Cat🐾,<- 107A M. Bison🐾,
,Wheel Cat🐾,Balrog🐾 -> 107B,,,97B,,,Wheel Cat🐾,Sagat🐾 -> 107B,,,97B
98A,,,Viking Cat🐾,<- 108A Ryu🐾,,,98A,,,Viking Cat🐾,<- 108A Blanka🐾,
,Gardener Cat🐾,Balrog🐾 -> 108B,,,98B,,,Gardener Cat🐾,Sagat🐾 -> 108B,,,98B
99A,,,Wheel Cat🐾,<- 109A Cammy🐾,,,99A,,,Wheel Cat🐾,<- 109A Juri🐾,
,Witch Cat🐾,Balrog🐾 -> 109B,,,99B,,,Witch Cat🐾,Sagat🐾 -> 109B,,,99B
100A,,,Balrog Cat🐾,<- 110A Balrog🐾,,,100A,,,Balrog Cat🐾,<- 110A Sagat🐾,
,Bishop Cat🐾,Cammy🐾 -> 110B,,,100B,,,Bishop Cat🐾,Juri🐾 -> 110B,,,100B
101A,,,Welterweight Cat🐾,<- 111A Sakura🐾,,,101A,,,Welterweight Cat🐾,<- 111A Luke🐾,
,Archer Cat🐾,Cammy🐾 -> 111B,,,101B,,,Archer Cat🐾,Juri🐾 -> 111B,,,101B
102A,,,Archer Cat🐾,<- 112A Ryu🐾,,,102A,,,Archer Cat🐾,<- 112A Blanka🐾,
,Stilts Cat🐾,Vega🐾 -> 112B,,,102B,,,Stilts Cat🐾,M. Bison🐾 -> 112B,,,102B
103A,,,Vaulter Cat🐾,<- 113A Cammy🐾,,,103A,,,Vaulter Cat🐾,<- 113A Juri🐾,
,C. Honda🐾,Cammy🐾 -> 113B,,,103B,,,C. Honda🐾,Juri🐾 -> 113B,,,103B
104A,,,Cat Gunslinger🐾,<- 114A Cammy🐾,,,104A,,,Cat Gunslinger🐾,<- 114A Juri🐾,
,Pogo Cat🐾,Ryu🐾 -> 114B,,,104B,,,Pogo Cat🐾,Blanka🐾 -> 114B,,,104B
105A,,,Tin Cat🐾,<- 115A Vega🐾,,,105A,,,Tin Cat🐾,<- 115A M. Bison🐾,
,Cat Toaster🐾,Zangief🐾 -> 115B,,,105B,,,Cat Toaster🐾,E. Honda🐾 -> 115B,,,105B
106A,,,Gardener Cat🐾,<- 116A Ryu🐾,,,106A,,,Gardener Cat🐾,<- 116A Blanka🐾,
,Cat Gunslinger🐾,Guile🐾 -> 116B,,,106B,,,Cat Gunslinger🐾,Ken🐾 -> 116B,,,106B
107A,,,Pogo Cat🐾,<- 117A Balrog🐾,,,107A,,,Pogo Cat🐾,<- 117A Sagat🐾,
,Onmyoji Cat🐾,Zangief🐾 -> 117B,,,107B,,,Onmyoji Cat🐾,E. Honda🐾 -> 117B,,,107B
108A,,,Nerd Cat🐾,<- 118A Zangief🐾,,,108A,,,Nerd Cat🐾,<- 118A E. Honda🐾,
,Cammy🐾,Ryu🐾 -> 118B,,,108B,,,Juri🐾,Blanka🐾 -> 118B,,,108B
109A,,,Bodhisattva Cat🐾,<- 119A Vega🐾,,,109A,,,Bodhisattva Cat🐾,<- 119A M. Bison🐾,
,Mer-Cat🐾,Vega🐾 -> 119B,,,109B,,,Mer-Cat🐾,M. Bison🐾 -> 119B,,,109B
110A,,,Figure Skating Cats🐾,<- 120A Cammy🐾,,,110A,,,Figure Skating Cats🐾,<- 120A Juri🐾,
,Welterweight Cat🐾,Zangief🐾 -> 120B,,,110B,,,Welterweight Cat🐾,E. Honda🐾 -> 120B,,,110B
111A,,,M. Bison Cat🐾,<- 121A Guile🐾,,,111A,,,M. Bison Cat🐾,<- 121A Ken🐾,
,Wheel Cat🐾,Cammy🐾 -> 121B,,,111B,,,Wheel Cat🐾,Juri🐾 -> 121B,,,111B
112A,,,Vega🐾,<- 122A Vega🐾,,,112A,,,M. Bison🐾,<- 122A M. Bison🐾,
